benchmark,expansion,goodput,iterations,run_number,symbol_size,symbols,testcase,throughput,type,unit
Binary8,2,126.42,7,15,1600,128,FulcrumOuter,126.42,decoder,MB/s
Binary8,2,129.714,7,16,1600,128,FulcrumOuter,129.714,decoder,MB/s
Binary8,2,138.178,7,17,1600,128,FulcrumOuter,138.178,decoder,MB/s
Binary8,2,126.688,7,18,1600,128,FulcrumOuter,126.688,decoder,MB/s
Binary8,2,124.509,7,19,1600,128,FulcrumOuter,124.509,decoder,MB/s
Binary8,2,133.296,7,20,1600,128,FulcrumOuter,133.296,decoder,MB/s
Binary8,2,117.982,7,21,1600,128,FulcrumOuter,118.904,decoder,MB/s
Binary8,2,130.517,7,22,1600,128,FulcrumOuter,131.537,decoder,MB/s
Binary8,2,138.794,7,23,1600,128,FulcrumOuter,138.794,decoder,MB/s
Binary8,2,127.715,7,24,1600,128,FulcrumOuter,128.713,decoder,MB/s
Binary8,2,129.796,7,25,1600,128,FulcrumOuter,129.796,decoder,MB/s
Binary8,2,135.233,7,26,1600,128,FulcrumOuter,135.233,decoder,MB/s
Binary8,2,127.931,7,27,1600,128,FulcrumOuter,127.931,decoder,MB/s
Binary8,2,129.961,7,28,1600,128,FulcrumOuter,129.961,decoder,MB/s
Binary8,2,134.283,7,29,1600,128,FulcrumOuter,134.283,decoder,MB/s
Binary8,3,113.63,6,0,1600,128,FulcrumOuter,113.63,decoder,MB/s
Binary8,3,121.832,7,1,1600,128,FulcrumOuter,121.832,decoder,MB/s
Binary8,3,120.45,7,2,1600,128,FulcrumOuter,120.45,decoder,MB/s
Binary8,3,127.909,7,3,1600,128,FulcrumOuter,127.909,decoder,MB/s
Binary8,3,121.843,7,4,1600,128,FulcrumOuter,121.843,decoder,MB/s
Binary8,3,122.05,7,5,1600,128,FulcrumOuter,122.05,decoder,MB/s
Binary8,3,129.153,7,6,1600,128,FulcrumOuter,129.153,decoder,MB/s
Binary8,3,122.3,7,7,1600,128,FulcrumOuter,122.3,decoder,MB/s
Binary8,3,126.264,7,8,1600,128,FulcrumOuter,126.264,decoder,MB/s
Binary8,3,117.701,7,9,1600,128,FulcrumOuter,117.701,decoder,MB/s
Binary8,3,121.894,7,10,1600,128,FulcrumOuter,121.894,decoder,MB/s
Binary8,3,127.126,7,11,1600,128,FulcrumOuter,127.126,decoder,MB/s
Binary8,3,121.265,7,12,1600,128,FulcrumOuter,121.265,decoder,MB/s
Binary8,3,120.633,7,13,1600,128,FulcrumOuter,120.633,decoder,MB/s
Binary8,3,128.586,7,14,1600,128,FulcrumOuter,128.586,decoder,MB/s
Binary8,3,118.519,7,15,1600,128,FulcrumOuter,118.519,decoder,MB/s
Binary8,3,120.531,7,16,1600,128,FulcrumOuter,120.531,decoder,MB/s
Binary8,3,127.954,7,17,1600,128,FulcrumOuter,127.954,decoder,MB/s
Binary8,3,122.342,7,18,1600,128,FulcrumOuter,122.342,decoder,MB/s
Binary8,3,121.461,7,19,1600,128,FulcrumOuter,121.461,decoder,MB/s
Binary8,3,129.832,7,20,1600,128,FulcrumOuter,129.832,decoder,MB/s
Binary8,3,120.969,7,21,1600,128,FulcrumOuter,120.969,decoder,MB/s
Binary8,3,121.327,7,22,1600,128,FulcrumOuter,121.327,decoder,MB/s
Binary8,3,127.058,7,23,1600,128,FulcrumOuter,127.058,decoder,MB/s
Binary8,3,121.122,7,24,1600,128,FulcrumOuter,121.122,decoder,MB/s
Binary8,3,123.842,7,25,1600,128,FulcrumOuter,123.842,decoder,MB/s
Binary8,3,131.078,7,26,1600,128,FulcrumOuter,131.078,decoder,MB/s
Binary8,3,123.119,7,27,1600,128,FulcrumOuter,123.119,decoder,MB/s
Binary8,3,120.218,7,28,1600,128,FulcrumOuter,120.218,decoder,MB/s
Binary8,3,125.216,7,29,1600,128,FulcrumOuter,125.216,decoder,MB/s
Binary8,4,117.048,7,0,1600,128,FulcrumOuter,117.048,decoder,MB/s
Binary8,4,117.508,7,1,1600,128,FulcrumOuter,117.508,decoder,MB/s
Binary8,4,125.6,7,2,1600,128,FulcrumOuter,125.6,decoder,MB/s
Binary8,4,115.79,7,3,1600,128,FulcrumOuter,115.79,decoder,MB/s
Binary8,4,116.477,7,4,1600,128,FulcrumOuter,116.477,decoder,MB/s
Binary8,4,125.832,7,5,1600,128,FulcrumOuter,126.815,decoder,MB/s
Binary8,4,116.26,7,6,1600,128,FulcrumOuter,116.26,decoder,MB/s
Binary8,4,119.556,7,7,1600,128,FulcrumOuter,119.556,decoder,MB/s
Binary8,4,124.683,7,8,1600,128,FulcrumOuter,124.683,decoder,MB/s
Binary8,4,119.357,7,9,1600,128,FulcrumOuter,119.357,decoder,MB/s
Binary8,4,117.364,7,10,1600,128,FulcrumOuter,117.364,decoder,MB/s
Binary8,4,126.275,7,11,1600,128,FulcrumOuter,126.275,decoder,MB/s
Binary8,4,117.499,7,12,1600,128,FulcrumOuter,117.499,decoder,MB/s
Binary8,4,119.189,7,13,1600,128,FulcrumOuter,119.189,decoder,MB/s
Binary8,4,126.442,7,14,1600,128,FulcrumOuter,126.442,decoder,MB/s
Binary8,4,117.239,7,15,1600,128,FulcrumOuter,117.239,decoder,MB/s
Binary8,4,119.956,7,16,1600,128,FulcrumOuter,119.956,decoder,MB/s
Binary8,4,121.863,7,17,1600,128,FulcrumOuter,122.815,decoder,MB/s
Binary8,4,116.885,7,18,1600,128,FulcrumOuter,116.885,decoder,MB/s
Binary8,4,115.912,7,19,1600,128,FulcrumOuter,115.912,decoder,MB/s
Binary8,4,125.02,7,20,1600,128,FulcrumOuter,125.02,decoder,MB/s
Binary8,4,117.21,7,21,1600,128,FulcrumOuter,117.21,decoder,MB/s
Binary8,4,118.216,7,22,1600,128,FulcrumOuter,118.216,decoder,MB/s
Binary8,4,124.542,7,23,1600,128,FulcrumOuter,124.542,decoder,MB/s
Binary8,4,117.335,7,24,1600,128,FulcrumOuter,117.335,decoder,MB/s
Binary8,4,116.847,7,25,1600,128,FulcrumOuter,116.847,decoder,MB/s
Binary8,4,124.068,7,26,1600,128,FulcrumOuter,124.068,decoder,MB/s
Binary8,4,118.45,7,27,1600,128,FulcrumOuter,118.45,decoder,MB/s
Binary8,4,118.784,7,28,1600,128,FulcrumOuter,118.784,decoder,MB/s
Binary8,4,123.8,7,29,1600,128,FulcrumOuter,123.8,decoder,MB/s
Binary8,1,136.012,4,0,1600,256,FulcrumOuter,136.012,encoder,MB/s
Binary8,1,146.561,4,1,1600,256,FulcrumOuter,146.561,encoder,MB/s
Binary8,1,141.755,4,2,1600,256,FulcrumOuter,141.755,encoder,MB/s
Binary8,1,144.671,4,3,1600,256,FulcrumOuter,144.671,encoder,MB/s
Binary8,1,144.378,4,4,1600,256,FulcrumOuter,144.378,encoder,MB/s
Binary8,1,145.856,4,5,1600,256,FulcrumOuter,145.856,encoder,MB/s
Binary8,1,144.429,4,6,1600,256,FulcrumOuter,144.429,encoder,MB/s
Binary8,1,144.365,4,7,1600,256,FulcrumOuter,144.365,encoder,MB/s
Binary8,1,144.416,4,8,1600,256,FulcrumOuter,144.416,encoder,MB/s
Binary8,1,146.038,4,9,1600,256,FulcrumOuter,146.038,encoder,MB/s
Binary8,1,146.81,4,10,1600,256,FulcrumOuter,146.81,encoder,MB/s
Binary8,1,146.443,4,11,1600,256,FulcrumOuter,146.443,encoder,MB/s
Binary8,1,145.261,4,12,1600,256,FulcrumOuter,145.261,encoder,MB/s
Binary8,1,145.171,4,13,1600,256,FulcrumOuter,145.171,encoder,MB/s
Binary8,1,148.594,4,14,1600,256,FulcrumOuter,148.594,encoder,MB/s
Binary8,1,147.034,4,15,1600,256,FulcrumOuter,147.034,encoder,MB/s
Binary8,1,147.087,4,16,1600,256,FulcrumOuter,147.087,encoder,MB/s
Binary8,1,146.469,4,17,1600,256,FulcrumOuter,146.469,encoder,MB/s
Binary8,1,146.771,4,18,1600,256,FulcrumOuter,146.771,encoder,MB/s
Binary8,1,147.91,4,19,1600,256,FulcrumOuter,147.91,encoder,MB/s
Binary8,1,146.39,4,20,1600,256,FulcrumOuter,146.39,encoder,MB/s
Binary8,1,146.679,4,21,1600,256,FulcrumOuter,146.679,encoder,MB/s
